filename,fine_grained_class_index,subclass_name,coarse_grained_class_index,superclass_name
img_7206,37,house,9,large_man-made_outdoor_things
img_7207,58,pickup_truck,18,vehicles_1
img_7208,46,man,14,people
img_7209,48,motorcycle,18,vehicles_1
img_7210,52,oak_tree,17,trees
img_7211,79,spider,13,non-insect_invertebrates
img_7212,71,sea,10,large_natural_outdoor_scenes
img_7213,7,beetle,7,insects
img_7214,60,plain,10,large_natural_outdoor_scenes
img_7215,60,plain,10,large_natural_outdoor_scenes
img_7216,38,kangaroo,11,large_omnivores_and_herbivores
img_7217,49,mountain,10,large_natural_outdoor_scenes
img_7218,62,poppy,2,flowers
img_7219,0,apple,4,fruit_and_vegetables
img_7220,19,cattle,11,large_omnivores_and_herbivores
img_7221,46,man,14,people
img_7222,90,train,18,vehicles_1
img_7223,5,bed,6,household_furniture
img_7224,22,clock,5,household_electrical_devices
img_7225,34,fox,12,medium_mammals
img_7226,75,skunk,12,medium_mammals
img_7227,41,lawn_mower,19,vehicles_2
img_7228,65,rabbit,16,small_mammals
img_7229,51,mushroom,4,fruit_and_vegetables
img_7230,65,rabbit,16,small_mammals
img_7231,46,man,14,people
img_7232,1,aquarium_fish,1,fish
img_7233,14,butterfly,7,insects
img_7234,17,castle,9,large_man-made_outdoor_things
img_7235,65,rabbit,16,small_mammals
img_7236,98,woman,14,people
img_7237,45,lobster,13,non-insect_invertebrates
img_7238,14,butterfly,7,insects
img_7239,90,train,18,vehicles_1
img_7240,35,girl,14,people
img_7241,30,dolphin,0,aquatic_mammals
img_7242,8,bicycle,18,vehicles_1
img_7243,21,chimpanzee,11,large_omnivores_and_herbivores
img_7244,28,cup,3,food_containers
img_7245,18,caterpillar,7,insects
img_7246,65,rabbit,16,small_mammals
img_7247,32,flatfish,1,fish
img_7248,34,fox,12,medium_mammals
img_7249,48,motorcycle,18,vehicles_1
img_7250,75,skunk,12,medium_mammals
img_7251,29,dinosaur,15,reptiles
img_7252,92,tulip,2,flowers
img_7253,76,skyscraper,9,large_man-made_outdoor_things
img_7254,30,dolphin,0,aquatic_mammals
img_7255,93,turtle,15,reptiles
img_7256,4,beaver,0,aquatic_mammals
img_7257,37,house,9,large_man-made_outdoor_things
img_7258,82,sunflower,2,flowers
img_7259,9,bottle,3,food_containers
img_7260,11,boy,14,people
img_7261,54,orchid,2,flowers
img_7262,8,bicycle,18,vehicles_1
img_7263,43,lion,8,large_carnivores
img_7264,67,ray,1,fish
img_7265,30,dolphin,0,aquatic_mammals
img_7266,8,bicycle,18,vehicles_1
img_7267,40,lamp,5,household_electrical_devices
img_7268,53,orange,4,fruit_and_vegetables
img_7269,1,aquarium_fish,1,fish
img_7270,93,turtle,15,reptiles
img_7271,26,crab,13,non-insect_invertebrates
img_7272,93,turtle,15,reptiles
img_7273,6,bee,7,insects
img_7274,87,television,5,household_electrical_devices
img_7275,22,clock,5,household_electrical_devices
img_7276,91,trout,1,fish
img_7277,24,cockroach,7,insects
img_7278,75,skunk,12,medium_mammals
img_7279,34,fox,12,medium_mammals
img_7280,86,telephone,5,household_electrical_devices
img_7281,8,bicycle,18,vehicles_1
img_7282,8,bicycle,18,vehicles_1
img_7283,42,leopard,8,large_carnivores
img_7284,51,mushroom,4,fruit_and_vegetables
img_7285,94,wardrobe,6,household_furniture
img_7286,81,streetcar,19,vehicles_2
img_7287,18,caterpillar,7,insects
img_7288,85,tank,19,vehicles_2
img_7289,48,motorcycle,18,vehicles_1
img_7290,35,girl,14,people
img_7291,20,chair,6,household_furniture
img_7292,50,mouse,16,small_mammals
img_7293,19,cattle,11,large_omnivores_and_herbivores
img_7294,55,otter,0,aquatic_mammals
img_7295,26,crab,13,non-insect_invertebrates
img_7296,64,possum,12,medium_mammals
img_7297,78,snake,15,reptiles
img_7298,15,camel,11,large_omnivores_and_herbivores
img_7299,72,seal,0,aquatic_mammals
img_7300,93,turtle,15,reptiles
img_7301,65,rabbit,16,small_mammals
img_7302,95,whale,0,aquatic_mammals
img_7303,87,television,5,household_electrical_devices
img_7304,72,seal,0,aquatic_mammals
img_7305,35,girl,14,people
img_7306,27,crocodile,15,reptiles
img_7307,36,hamster,16,small_mammals
img_7308,97,wolf,8,large_carnivores
img_7309,73,shark,1,fish
img_7310,35,girl,14,people
img_7311,12,bridge,9,large_man-made_outdoor_things
img_7312,24,cockroach,7,insects
img_7313,70,rose,2,flowers
img_7314,4,beaver,0,aquatic_mammals
img_7315,26,crab,13,non-insect_invertebrates
img_7316,71,sea,10,large_natural_outdoor_scenes
img_7317,34,fox,12,medium_mammals
img_7318,67,ray,1,fish
img_7319,20,chair,6,household_furniture
img_7320,85,tank,19,vehicles_2
img_7321,74,shrew,16,small_mammals
img_7322,99,worm,13,non-insect_invertebrates
img_7323,92,tulip,2,flowers
img_7324,99,worm,13,non-insect_invertebrates
img_7325,21,chimpanzee,11,large_omnivores_and_herbivores
img_7326,50,mouse,16,small_mammals
img_7327,36,hamster,16,small_mammals
img_7328,82,sunflower,2,flowers
img_7329,95,whale,0,aquatic_mammals
img_7330,71,sea,10,large_natural_outdoor_scenes
img_7331,61,plate,3,food_containers
img_7332,23,cloud,10,large_natural_outdoor_scenes
img_7333,15,camel,11,large_omnivores_and_herbivores
img_7334,77,snail,13,non-insect_invertebrates
img_7335,40,lamp,5,household_electrical_devices
img_7336,74,shrew,16,small_mammals
img_7337,25,couch,6,household_furniture
img_7338,19,cattle,11,large_omnivores_and_herbivores
img_7339,67,ray,1,fish
img_7340,6,bee,7,insects
img_7341,61,plate,3,food_containers
img_7342,68,road,9,large_man-made_outdoor_things
img_7343,46,man,14,people
img_7344,5,bed,6,household_furniture
img_7345,10,bowl,3,food_containers
img_7346,11,boy,14,people
img_7347,41,lawn_mower,19,vehicles_2
img_7348,55,otter,0,aquatic_mammals
img_7349,96,willow_tree,17,trees
img_7350,57,pear,4,fruit_and_vegetables
img_7351,30,dolphin,0,aquatic_mammals
img_7352,96,willow_tree,17,trees
img_7353,88,tiger,8,large_carnivores
img_7354,92,tulip,2,flowers
img_7355,72,seal,0,aquatic_mammals
img_7356,51,mushroom,4,fruit_and_vegetables
img_7357,19,cattle,11,large_omnivores_and_herbivores
img_7358,40,lamp,5,household_electrical_devices
img_7359,2,baby,14,people
img_7360,76,skyscraper,9,large_man-made_outdoor_things
img_7361,54,orchid,2,flowers
img_7362,22,clock,5,household_electrical_devices
img_7363,68,road,9,large_man-made_outdoor_things
img_7364,70,rose,2,flowers
img_7365,0,apple,4,fruit_and_vegetables
img_7366,5,bed,6,household_furniture
img_7367,42,leopard,8,large_carnivores
img_7368,11,boy,14,people
img_7369,61,plate,3,food_containers
img_7370,88,tiger,8,large_carnivores
img_7371,67,ray,1,fish
img_7372,77,snail,13,non-insect_invertebrates
img_7373,34,fox,12,medium_mammals
img_7374,29,dinosaur,15,reptiles
img_7375,97,wolf,8,large_carnivores
img_7376,13,bus,18,vehicles_1
img_7377,29,dinosaur,15,reptiles
img_7378,8,bicycle,18,vehicles_1
img_7379,15,camel,11,large_omnivores_and_herbivores
img_7380,70,rose,2,flowers
img_7381,29,dinosaur,15,reptiles
img_7382,19,cattle,11,large_omnivores_and_herbivores
img_7383,40,lamp,5,household_electrical_devices
img_7384,47,maple_tree,17,trees
img_7385,8,bicycle,18,vehicles_1
img_7386,50,mouse,16,small_mammals
img_7387,26,crab,13,non-insect_invertebrates
img_7388,89,tractor,19,vehicles_2
img_7389,58,pickup_truck,18,vehicles_1
img_7390,86,telephone,5,household_electrical_devices
img_7391,85,tank,19,vehicles_2
img_7392,61,plate,3,food_containers
img_7393,96,willow_tree,17,trees
img_7394,75,skunk,12,medium_mammals
img_7395,80,squirrel,16,small_mammals
img_7396,95,whale,0,aquatic_mammals
img_7397,17,castle,9,large_man-made_outdoor_things
img_7398,93,turtle,15,reptiles
img_7399,80,squirrel,16,small_mammals
img_7400,3,bear,8,large_carnivores
img_7401,53,orange,4,fruit_and_vegetables
img_7402,23,cloud,10,large_natural_outdoor_scenes
img_7403,55,otter,0,aquatic_mammals
img_7404,27,crocodile,15,reptiles
img_7405,40,lamp,5,household_electrical_devices
img_7406,9,bottle,3,food_containers
img_7407,42,leopard,8,large_carnivores
img_7408,50,mouse,16,small_mammals
img_7409,92,tulip,2,flowers
img_7410,87,television,5,household_electrical_devices
img_7411,43,lion,8,large_carnivores
img_7412,42,leopard,8,large_carnivores
img_7413,79,spider,13,non-insect_invertebrates
img_7414,52,oak_tree,17,trees
img_7415,9,bottle,3,food_containers
img_7416,32,flatfish,1,fish
img_7417,42,leopard,8,large_carnivores
img_7418,57,pear,4,fruit_and_vegetables
img_7419,56,palm_tree,17,trees
img_7420,99,worm,13,non-insect_invertebrates
img_7421,57,pear,4,fruit_and_vegetables
img_7422,81,streetcar,19,vehicles_2
img_7423,9,bottle,3,food_containers
img_7424,70,rose,2,flowers
img_7425,51,mushroom,4,fruit_and_vegetables
img_7426,50,mouse,16,small_mammals
img_7427,42,leopard,8,large_carnivores
img_7428,10,bowl,3,food_containers
img_7429,70,rose,2,flowers
img_7430,40,lamp,5,household_electrical_devices
img_7431,40,lamp,5,household_electrical_devices
img_7432,63,porcupine,12,medium_mammals
img_7433,50,mouse,16,small_mammals
img_7434,19,cattle,11,large_omnivores_and_herbivores
img_7435,62,poppy,2,flowers
img_7436,28,cup,3,food_containers
img_7437,94,wardrobe,6,household_furniture
img_7438,52,oak_tree,17,trees
img_7439,86,telephone,5,household_electrical_devices
img_7440,98,woman,14,people
img_7441,13,bus,18,vehicles_1
img_7442,70,rose,2,flowers
img_7443,9,bottle,3,food_containers
img_7444,19,cattle,11,large_omnivores_and_herbivores
img_7445,15,camel,11,large_omnivores_and_herbivores
img_7446,68,road,9,large_man-made_outdoor_things
img_7447,66,raccoon,12,medium_mammals
img_7448,24,cockroach,7,insects
img_7449,63,porcupine,12,medium_mammals
img_7450,56,palm_tree,17,trees
img_7451,60,plain,10,large_natural_outdoor_scenes
img_7452,12,bridge,9,large_man-made_outdoor_things
img_7453,53,orange,4,fruit_and_vegetables
img_7454,36,hamster,16,small_mammals
img_7455,98,woman,14,people
img_7456,20,chair,6,household_furniture
img_7457,92,tulip,2,flowers
img_7458,24,cockroach,7,insects
img_7459,16,can,3,food_containers
img_7460,26,crab,13,non-insect_invertebrates
img_7461,12,bridge,9,large_man-made_outdoor_things
img_7462,33,forest,10,large_natural_outdoor_scenes
img_7463,45,lobster,13,non-insect_invertebrates
img_7464,71,sea,10,large_natural_outdoor_scenes
img_7465,61,plate,3,food_containers
img_7466,30,dolphin,0,aquatic_mammals
img_7467,45,lobster,13,non-insect_invertebrates
img_7468,75,skunk,12,medium_mammals
img_7469,94,wardrobe,6,household_furniture
img_7470,29,dinosaur,15,reptiles
img_7471,48,motorcycle,18,vehicles_1
img_7472,97,wolf,8,large_carnivores
img_7473,95,whale,0,aquatic_mammals
img_7474,12,bridge,9,large_man-made_outdoor_things
img_7475,80,squirrel,16,small_mammals
img_7476,63,porcupine,12,medium_mammals
img_7477,85,tank,19,vehicles_2
img_7478,33,forest,10,large_natural_outdoor_scenes
img_7479,23,cloud,10,large_natural_outdoor_scenes
img_7480,32,flatfish,1,fish
img_7481,46,man,14,people
img_7482,70,rose,2,flowers
img_7483,51,mushroom,4,fruit_and_vegetables
img_7484,8,bicycle,18,vehicles_1
img_7485,29,dinosaur,15,reptiles
img_7486,56,palm_tree,17,trees
img_7487,11,boy,14,people
img_7488,60,plain,10,large_natural_outdoor_scenes
img_7489,48,motorcycle,18,vehicles_1
img_7490,21,chimpanzee,11,large_omnivores_and_herbivores
img_7491,21,chimpanzee,11,large_omnivores_and_herbivores
img_7492,60,plain,10,large_natural_outdoor_scenes
img_7493,56,palm_tree,17,trees
img_7494,63,porcupine,12,medium_mammals
img_7495,42,leopard,8,large_carnivores
img_7496,33,forest,10,large_natural_outdoor_scenes
img_7497,79,spider,13,non-insect_invertebrates
img_7498,17,castle,9,large_man-made_outdoor_things
img_7499,20,chair,6,household_furniture
img_7500,16,can,3,food_containers
img_7501,7,beetle,7,insects
img_7502,91,trout,1,fish
img_7503,34,fox,12,medium_mammals
img_7504,14,butterfly,7,insects
img_7505,92,tulip,2,flowers
img_7506,6,bee,7,insects
img_7507,89,tractor,19,vehicles_2
img_7508,13,bus,18,vehicles_1
img_7509,85,tank,19,vehicles_2
img_7510,96,willow_tree,17,trees
img_7511,27,crocodile,15,reptiles
img_7512,81,streetcar,19,vehicles_2
img_7513,63,porcupine,12,medium_mammals
img_7514,59,pine_tree,17,trees
img_7515,10,bowl,3,food_containers
img_7516,78,snake,15,reptiles
img_7517,18,caterpillar,7,insects
img_7518,53,orange,4,fruit_and_vegetables
img_7519,17,castle,9,large_man-made_outdoor_things
img_7520,27,crocodile,15,reptiles
img_7521,43,lion,8,large_carnivores
img_7522,61,plate,3,food_containers
img_7523,54,orchid,2,flowers
img_7524,25,couch,6,household_furniture
img_7525,79,spider,13,non-insect_invertebrates
img_7526,68,road,9,large_man-made_outdoor_things
img_7527,31,elephant,11,large_omnivores_and_herbivores
img_7528,69,rocket,19,vehicles_2
img_7529,64,possum,12,medium_mammals
img_7530,83,sweet_pepper,4,fruit_and_vegetables
img_7531,41,lawn_mower,19,vehicles_2
img_7532,23,cloud,10,large_natural_outdoor_scenes
img_7533,35,girl,14,people
img_7534,96,willow_tree,17,trees
img_7535,20,chair,6,household_furniture
img_7536,87,television,5,household_electrical_devices
img_7537,90,train,18,vehicles_1
img_7538,52,oak_tree,17,trees
img_7539,26,crab,13,non-insect_invertebrates
img_7540,83,sweet_pepper,4,fruit_and_vegetables
img_7541,67,ray,1,fish
img_7542,20,chair,6,household_furniture
img_7543,20,chair,6,household_furniture
img_7544,7,beetle,7,insects
img_7545,83,sweet_pepper,4,fruit_and_vegetables
img_7546,27,crocodile,15,reptiles
img_7547,45,lobster,13,non-insect_invertebrates
img_7548,68,road,9,large_man-made_outdoor_things
img_7549,93,turtle,15,reptiles
img_7550,86,telephone,5,household_electrical_devices
img_7551,12,bridge,9,large_man-made_outdoor_things
img_7552,60,plain,10,large_natural_outdoor_scenes
img_7553,73,shark,1,fish
img_7554,99,worm,13,non-insect_invertebrates
img_7555,1,aquarium_fish,1,fish
img_7556,92,tulip,2,flowers
img_7557,80,squirrel,16,small_mammals
img_7558,26,crab,13,non-insect_invertebrates
img_7559,58,pickup_truck,18,vehicles_1
img_7560,88,tiger,8,large_carnivores
img_7561,97,wolf,8,large_carnivores
img_7562,88,tiger,8,large_carnivores
img_7563,19,cattle,11,large_omnivores_and_herbivores
img_7564,34,fox,12,medium_mammals
img_7565,23,cloud,10,large_natural_outdoor_scenes
img_7566,19,cattle,11,large_omnivores_and_herbivores
img_7567,13,bus,18,vehicles_1
img_7568,44,lizard,15,reptiles
img_7569,48,motorcycle,18,vehicles_1
img_7570,58,pickup_truck,18,vehicles_1
img_7571,16,can,3,food_containers
img_7572,63,porcupine,12,medium_mammals
img_7573,80,squirrel,16,small_mammals
img_7574,55,otter,0,aquatic_mammals
img_7575,4,beaver,0,aquatic_mammals
img_7576,32,flatfish,1,fish
img_7577,46,man,14,people
img_7578,98,woman,14,people
img_7579,32,flatfish,1,fish
img_7580,45,lobster,13,non-insect_invertebrates
img_7581,87,television,5,household_electrical_devices
img_7582,97,wolf,8,large_carnivores
img_7583,12,bridge,9,large_man-made_outdoor_things
img_7584,8,bicycle,18,vehicles_1
img_7585,45,lobster,13,non-insect_invertebrates
img_7586,92,tulip,2,flowers
img_7587,31,elephant,11,large_omnivores_and_herbivores
img_7588,62,poppy,2,flowers
img_7589,61,plate,3,food_containers
img_7590,89,tractor,19,vehicles_2
img_7591,62,poppy,2,flowers
img_7592,78,snake,15,reptiles
img_7593,83,sweet_pepper,4,fruit_and_vegetables
img_7594,45,lobster,13,non-insect_invertebrates
img_7595,85,tank,19,vehicles_2
img_7596,28,cup,3,food_containers
img_7597,37,house,9,large_man-made_outdoor_things
img_7598,54,orchid,2,flowers
img_7599,30,dolphin,0,aquatic_mammals
img_7600,95,whale,0,aquatic_mammals
img_7601,7,beetle,7,insects
img_7602,59,pine_tree,17,trees
img_7603,24,cockroach,7,insects
img_7604,94,wardrobe,6,household_furniture
img_7605,7,beetle,7,insects
img_7606,94,wardrobe,6,household_furniture
img_7607,94,wardrobe,6,household_furniture
img_7608,11,boy,14,people
img_7609,42,leopard,8,large_carnivores
img_7610,65,rabbit,16,small_mammals
img_7611,47,maple_tree,17,trees
img_7612,40,lamp,5,household_electrical_devices
img_7613,38,kangaroo,11,large_omnivores_and_herbivores
img_7614,4,beaver,0,aquatic_mammals
img_7615,80,squirrel,16,small_mammals
img_7616,82,sunflower,2,flowers
img_7617,46,man,14,people
img_7618,75,skunk,12,medium_mammals
img_7619,51,mushroom,4,fruit_and_vegetables
img_7620,74,shrew,16,small_mammals
img_7621,34,fox,12,medium_mammals
img_7622,5,bed,6,household_furniture
img_7623,85,tank,19,vehicles_2
img_7624,30,dolphin,0,aquatic_mammals
img_7625,74,shrew,16,small_mammals
img_7626,22,clock,5,household_electrical_devices
img_7627,95,whale,0,aquatic_mammals
img_7628,81,streetcar,19,vehicles_2
img_7629,92,tulip,2,flowers
img_7630,91,trout,1,fish
img_7631,52,oak_tree,17,trees
img_7632,51,mushroom,4,fruit_and_vegetables
img_7633,44,lizard,15,reptiles
img_7634,62,poppy,2,flowers
img_7635,65,rabbit,16,small_mammals
img_7636,76,skyscraper,9,large_man-made_outdoor_things
img_7637,84,table,6,household_furniture
img_7638,0,apple,4,fruit_and_vegetables
img_7639,43,lion,8,large_carnivores
img_7640,48,motorcycle,18,vehicles_1
img_7641,67,ray,1,fish
img_7642,62,poppy,2,flowers
img_7643,89,tractor,19,vehicles_2
img_7644,83,sweet_pepper,4,fruit_and_vegetables
img_7645,18,caterpillar,7,insects
img_7646,31,elephant,11,large_omnivores_and_herbivores
img_7647,19,cattle,11,large_omnivores_and_herbivores
img_7648,8,bicycle,18,vehicles_1
img_7649,68,road,9,large_man-made_outdoor_things
img_7650,97,wolf,8,large_carnivores
img_7651,3,bear,8,large_carnivores
img_7652,83,sweet_pepper,4,fruit_and_vegetables
img_7653,70,rose,2,flowers
img_7654,39,keyboard,5,household_electrical_devices
img_7655,0,apple,4,fruit_and_vegetables
img_7656,86,telephone,5,household_electrical_devices
img_7657,77,snail,13,non-insect_invertebrates
img_7658,58,pickup_truck,18,vehicles_1
img_7659,19,cattle,11,large_omnivores_and_herbivores
img_7660,89,tractor,19,vehicles_2
img_7661,90,train,18,vehicles_1
img_7662,81,streetcar,19,vehicles_2
img_7663,61,plate,3,food_containers
img_7664,41,lawn_mower,19,vehicles_2
img_7665,80,squirrel,16,small_mammals
img_7666,52,oak_tree,17,trees
img_7667,66,raccoon,12,medium_mammals
img_7668,68,road,9,large_man-made_outdoor_things
img_7669,80,squirrel,16,small_mammals
img_7670,43,lion,8,large_carnivores
img_7671,11,boy,14,people
img_7672,25,couch,6,household_furniture
img_7673,27,crocodile,15,reptiles
img_7674,35,girl,14,people
img_7675,50,mouse,16,small_mammals
img_7676,88,tiger,8,large_carnivores
img_7677,14,butterfly,7,insects
img_7678,75,skunk,12,medium_mammals
img_7679,53,orange,4,fruit_and_vegetables
img_7680,3,bear,8,large_carnivores
img_7681,5,bed,6,household_furniture
img_7682,35,girl,14,people
img_7683,82,sunflower,2,flowers
img_7684,7,beetle,7,insects
img_7685,90,train,18,vehicles_1
img_7686,61,plate,3,food_containers
img_7687,7,beetle,7,insects
img_7688,91,trout,1,fish
img_7689,1,aquarium_fish,1,fish
img_7690,5,bed,6,household_furniture
img_7691,17,castle,9,large_man-made_outdoor_things
img_7692,72,seal,0,aquatic_mammals
img_7693,41,lawn_mower,19,vehicles_2
img_7694,94,wardrobe,6,household_furniture
img_7695,33,forest,10,large_natural_outdoor_scenes
img_7696,67,ray,1,fish
img_7697,33,forest,10,large_natural_outdoor_scenes
img_7698,39,keyboard,5,household_electrical_devices
img_7699,23,cloud,10,large_natural_outdoor_scenes
img_7700,6,bee,7,insects
img_7701,31,elephant,11,large_omnivores_and_herbivores
img_7702,63,porcupine,12,medium_mammals
img_7703,71,sea,10,large_natural_outdoor_scenes
img_7704,67,ray,1,fish
img_7705,93,turtle,15,reptiles
img_7706,84,table,6,household_furniture
img_7707,46,man,14,people
img_7708,74,shrew,16,small_mammals
img_7709,33,forest,10,large_natural_outdoor_scenes
img_7710,77,snail,13,non-insect_invertebrates
img_7711,65,rabbit,16,small_mammals
img_7712,50,mouse,16,small_mammals
img_7713,98,woman,14,people
img_7714,51,mushroom,4,fruit_and_vegetables
img_7715,72,seal,0,aquatic_mammals
img_7716,36,hamster,16,small_mammals
img_7717,3,bear,8,large_carnivores
img_7718,41,lawn_mower,19,vehicles_2
img_7719,47,maple_tree,17,trees
img_7720,54,orchid,2,flowers
img_7721,87,television,5,household_electrical_devices
img_7722,37,house,9,large_man-made_outdoor_things
img_7723,75,skunk,12,medium_mammals
img_7724,74,shrew,16,small_mammals
img_7725,71,sea,10,large_natural_outdoor_scenes
img_7726,14,butterfly,7,insects
img_7727,57,pear,4,fruit_and_vegetables
img_7728,9,bottle,3,food_containers
img_7729,44,lizard,15,reptiles
img_7730,57,pear,4,fruit_and_vegetables
img_7731,83,sweet_pepper,4,fruit_and_vegetables
img_7732,45,lobster,13,non-insect_invertebrates
img_7733,61,plate,3,food_containers
img_7734,52,oak_tree,17,trees
img_7735,63,porcupine,12,medium_mammals
img_7736,89,tractor,19,vehicles_2
img_7737,10,bowl,3,food_containers
img_7738,85,tank,19,vehicles_2
img_7739,39,keyboard,5,household_electrical_devices
img_7740,7,beetle,7,insects
img_7741,25,couch,6,household_furniture
img_7742,98,woman,14,people
img_7743,74,shrew,16,small_mammals
img_7744,70,rose,2,flowers
img_7745,70,rose,2,flowers
img_7746,49,mountain,10,large_natural_outdoor_scenes
img_7747,70,rose,2,flowers
img_7748,87,television,5,household_electrical_devices
img_7749,90,train,18,vehicles_1
img_7750,15,camel,11,large_omnivores_and_herbivores
img_7751,65,rabbit,16,small_mammals
img_7752,97,wolf,8,large_carnivores
img_7753,36,hamster,16,small_mammals
img_7754,83,sweet_pepper,4,fruit_and_vegetables
img_7755,82,sunflower,2,flowers
img_7756,51,mushroom,4,fruit_and_vegetables
img_7757,32,flatfish,1,fish
img_7758,7,beetle,7,insects
img_7759,74,shrew,16,small_mammals
img_7760,80,squirrel,16,small_mammals
img_7761,2,baby,14,people
img_7762,28,cup,3,food_containers
img_7763,78,snake,15,reptiles
img_7764,40,lamp,5,household_electrical_devices
img_7765,36,hamster,16,small_mammals
img_7766,91,trout,1,fish
img_7767,91,trout,1,fish
img_7768,99,worm,13,non-insect_invertebrates
img_7769,73,shark,1,fish
img_7770,24,cockroach,7,insects
img_7771,83,sweet_pepper,4,fruit_and_vegetables
img_7772,42,leopard,8,large_carnivores
img_7773,92,tulip,2,flowers
img_7774,90,train,18,vehicles_1
img_7775,50,mouse,16,small_mammals
img_7776,82,sunflower,2,flowers
img_7777,24,cockroach,7,insects
img_7778,65,rabbit,16,small_mammals
img_7779,16,can,3,food_containers
img_7780,40,lamp,5,household_electrical_devices
img_7781,39,keyboard,5,household_electrical_devices
img_7782,7,beetle,7,insects
img_7783,31,elephant,11,large_omnivores_and_herbivores
img_7784,10,bowl,3,food_containers
img_7785,51,mushroom,4,fruit_and_vegetables
img_7786,96,willow_tree,17,trees
img_7787,51,mushroom,4,fruit_and_vegetables
img_7788,29,dinosaur,15,reptiles
img_7789,66,raccoon,12,medium_mammals
img_7790,83,sweet_pepper,4,fruit_and_vegetables
img_7791,30,dolphin,0,aquatic_mammals
img_7792,84,table,6,household_furniture
img_7793,29,dinosaur,15,reptiles
img_7794,5,bed,6,household_furniture
img_7795,10,bowl,3,food_containers
img_7796,53,orange,4,fruit_and_vegetables
img_7797,74,shrew,16,small_mammals
img_7798,72,seal,0,aquatic_mammals
img_7799,34,fox,12,medium_mammals
img_7800,15,camel,11,large_omnivores_and_herbivores
img_7801,44,lizard,15,reptiles
img_7802,25,couch,6,household_furniture
img_7803,66,raccoon,12,medium_mammals
img_7804,10,bowl,3,food_containers
img_7805,55,otter,0,aquatic_mammals
img_7806,48,motorcycle,18,vehicles_1
img_7807,95,whale,0,aquatic_mammals
img_7808,63,porcupine,12,medium_mammals
img_7809,64,possum,12,medium_mammals
img_7810,77,snail,13,non-insect_invertebrates
img_7811,3,bear,8,large_carnivores
img_7812,13,bus,18,vehicles_1
img_7813,18,caterpillar,7,insects
img_7814,92,tulip,2,flowers
img_7815,55,otter,0,aquatic_mammals
img_7816,13,bus,18,vehicles_1
img_7817,30,dolphin,0,aquatic_mammals
img_7818,29,dinosaur,15,reptiles
img_7819,91,trout,1,fish
img_7820,91,trout,1,fish
img_7821,61,plate,3,food_containers
img_7822,75,skunk,12,medium_mammals
img_7823,58,pickup_truck,18,vehicles_1
img_7824,60,plain,10,large_natural_outdoor_scenes
img_7825,70,rose,2,flowers
img_7826,46,man,14,people
img_7827,52,oak_tree,17,trees
img_7828,94,wardrobe,6,household_furniture
img_7829,89,tractor,19,vehicles_2
img_7830,90,train,18,vehicles_1
img_7831,56,palm_tree,17,trees
img_7832,57,pear,4,fruit_and_vegetables
img_7833,43,lion,8,large_carnivores
img_7834,60,plain,10,large_natural_outdoor_scenes
img_7835,45,lobster,13,non-insect_invertebrates
img_7836,30,dolphin,0,aquatic_mammals
img_7837,59,pine_tree,17,trees
img_7838,78,snake,15,reptiles
img_7839,6,bee,7,insects
img_7840,80,squirrel,16,small_mammals
img_7841,80,squirrel,16,small_mammals
img_7842,54,orchid,2,flowers
img_7843,83,sweet_pepper,4,fruit_and_vegetables
img_7844,60,plain,10,large_natural_outdoor_scenes
img_7845,76,skyscraper,9,large_man-made_outdoor_things
img_7846,92,tulip,2,flowers
img_7847,18,caterpillar,7,insects
img_7848,14,butterfly,7,insects
img_7849,26,crab,13,non-insect_invertebrates
img_7850,9,bottle,3,food_containers
img_7851,81,streetcar,19,vehicles_2
img_7852,85,tank,19,vehicles_2
img_7853,32,flatfish,1,fish
img_7854,63,porcupine,12,medium_mammals
img_7855,43,lion,8,large_carnivores
img_7856,56,palm_tree,17,trees
img_7857,87,television,5,household_electrical_devices
img_7858,78,snake,15,reptiles
img_7859,45,lobster,13,non-insect_invertebrates
img_7860,99,worm,13,non-insect_invertebrates
img_7861,70,rose,2,flowers
img_7862,8,bicycle,18,vehicles_1
img_7863,12,bridge,9,large_man-made_outdoor_things
img_7864,65,rabbit,16,small_mammals
img_7865,80,squirrel,16,small_mammals
img_7866,58,pickup_truck,18,vehicles_1
img_7867,17,castle,9,large_man-made_outdoor_things
img_7868,39,keyboard,5,household_electrical_devices
img_7869,53,orange,4,fruit_and_vegetables
img_7870,66,raccoon,12,medium_mammals
img_7871,48,motorcycle,18,vehicles_1
img_7872,25,couch,6,household_furniture
img_7873,88,tiger,8,large_carnivores
img_7874,32,flatfish,1,fish
img_7875,97,wolf,8,large_carnivores
img_7876,87,television,5,household_electrical_devices
img_7877,37,house,9,large_man-made_outdoor_things
img_7878,40,lamp,5,household_electrical_devices
img_7879,91,trout,1,fish
img_7880,16,can,3,food_containers
img_7881,27,crocodile,15,reptiles
img_7882,33,forest,10,large_natural_outdoor_scenes
img_7883,86,telephone,5,household_electrical_devices
img_7884,89,tractor,19,vehicles_2
img_7885,5,bed,6,household_furniture
img_7886,76,skyscraper,9,large_man-made_outdoor_things
img_7887,83,sweet_pepper,4,fruit_and_vegetables
img_7888,74,shrew,16,small_mammals
img_7889,85,tank,19,vehicles_2
img_7890,24,cockroach,7,insects
img_7891,93,turtle,15,reptiles
img_7892,32,flatfish,1,fish
img_7893,76,skyscraper,9,large_man-made_outdoor_things
